;artist;border_color;collector_number;color_identity;colors;flavor_text;image_uris;mana_cost;legalities;name;oracle_text;rarity;type_line;set;set_name;power;toughness
76;Nick Percival;black;39;['B', 'U'];['U'];;{'small': 'https://img.scryfall.com/cards/small/en/csp/39.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/39.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/39.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/39.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/39.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/39.jpg?1517813031'};{3}{U};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Krovikan Whispers;"Enchant creature
Cumulative upkeep {U} or {B} (At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)
You control enchanted creature.
When Krovikan Whispers is put into a graveyard from the battlefield, you lose 2 life for each age counter on it.";uncommon;Enchantment — Aura;csp;Coldsnap;;
77;John Avon;black;88;['R'];['R'];Ice exploded into steam in its wake, hissing like a thousand serpents hailing their blazing master.;{'small': 'https://img.scryfall.com/cards/small/en/csp/88.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/88.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/88.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/88.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/88.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/88.jpg?1517813031'};{X}{R};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Lightning Serpent;"Trample, haste
Lightning Serpent enters the battlefield with X +1/+0 counters on it.
At the beginning of the end step, sacrifice Lightning Serpent.";rare;Creature — Elemental Serpent;csp;Coldsnap;2;1
78;Luca Zontini;black;89;['R'];['R'];;{'small': 'https://img.scryfall.com/cards/small/en/csp/89.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/89.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/89.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/89.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/89.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/89.jpg?1517813031'};{1}{R}{R};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Lightning Storm;"Lightning Storm deals X damage to any target, where X is 3 plus the number of charge counters on Lightning Storm.
Discard a land card: Put two charge counters on Lightning Storm. You may choose a new target for it. Any player may activate this ability but only if Lightning Storm is on the stack.";uncommon;Instant;csp;Coldsnap;;
79;Brian Snõddy;black;90;['R'];['R'];"""I lead my horde to the northwest. I won't return until the ice wizards fall and their fiendish contraptions are crushed!""";{'small': 'https://img.scryfall.com/cards/small/en/csp/90.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/90.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/90.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/90.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/90.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/90.jpg?1517813031'};{3}{R}{R};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Lovisa Coldeyes;Each creature that's a Barbarian, a Warrior, or a Berserker gets +2/+2 and has haste.;rare;Legendary Creature — Human;csp;Coldsnap;3;3
80;Daren Bader;black;14;['W'];['W'];"""The White Shield is not the burnished metal you lash to your forearm but the conviction that burns in your chest."" —Lucilde Fiksdotter, leader of the Order of the White Shield";{'small': 'https://img.scryfall.com/cards/small/en/csp/14.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/14.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/14.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/14.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/14.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/14.jpg?1517813031'};{W};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Luminesce;Prevent all damage that black sources and red sources would deal this turn.;uncommon;Instant;csp;Coldsnap;;
81;Matt Cavotta;black;91;['R'];['R'];;{'small': 'https://img.scryfall.com/cards/small/en/csp/91.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/91.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/91.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/91.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/91.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/91.jpg?1517813031'};{2}{R}{R};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Magmatic Core;"Cumulative upkeep {1} (At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)
At the beginning of your end step, Magmatic Core deals X damage divided as you choose among any number of target creatures, where X is the number of age counters on it.";uncommon;Enchantment;csp;Coldsnap;;
82;Ralph Horsley;black;92;['R'];['R'];She turns ash into flame and burns enemies to ash.;{'small': 'https://img.scryfall.com/cards/small/en/csp/92.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/92.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/92.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/92.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/92.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/92.jpg?1517813031'};{R};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Martyr of Ashes;{2}, Reveal X red cards from your hand, Sacrifice Martyr of Ashes: Martyr of Ashes deals X damage to each creature without flying.;common;Creature — Human Shaman;csp;Coldsnap;1;1
83;E. M. Gist;black;65;['B'];['B'];Puppeteered by Heidar's icy hand, they were sacrificed to the Frost Marsh to raise Haakon's army.;{'small': 'https://img.scryfall.com/cards/small/en/csp/65.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/65.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/65.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/65.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/65.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/65.jpg?1517813031'};{B};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Martyr of Bones;{1}, Reveal X black cards from your hand, Sacrifice Martyr of Bones: Exile up to X target cards from a single graveyard.;common;Creature — Human Wizard;csp;Coldsnap;1;1
84;Wayne England;black;40;['U'];['U'];"""Do not call the Balduvians barbaric. Their magic is as potent as it is primal."" —Zur the Enchanter";{'small': 'https://img.scryfall.com/cards/small/en/csp/40.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/40.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/40.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/40.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/40.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/40.jpg?1517813031'};{U};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Martyr of Frost;{2}, Reveal X blue cards from your hand, Sacrifice Martyr of Frost: Counter target spell unless its controller pays {X}.;common;Creature — Human Wizard;csp;Coldsnap;1;1
85;Randy Gallegos;black;15;['W'];['W'];"""Only in our vulnerability is there true power, and that power is life itself.""";{'small': 'https://img.scryfall.com/cards/small/en/csp/15.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/15.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/15.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/15.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/15.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/15.jpg?1517813031'};{W};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Martyr of Sands;{1}, Reveal X white cards from your hand, Sacrifice Martyr of Sands: You gain three times X life.;common;Creature — Human Cleric;csp;Coldsnap;1;1
86;Dan Scott;black;113;['G'];['G'];"""Weep not for me. I will rise with the spring's new growth.""";{'small': 'https://img.scryfall.com/cards/small/en/csp/113.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/113.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/113.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/113.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/113.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/113.jpg?1517813031'};{G};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Martyr of Spores;{1}, Reveal X green cards from your hand, Sacrifice Martyr of Spores: Target creature gets +X/+X until end of turn.;common;Creature — Human Shaman;csp;Coldsnap;1;1
87;Chippy;black;138;[];[];"""Arcum is a babbling fool! Phyrexian technology is our greatest blessing. Take this delightful trinket for instance . . ."" —Heidar, Rimewind master";{'small': 'https://img.scryfall.com/cards/small/en/csp/138.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/138.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/138.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/138.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/138.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/138.jpg?1517813031'};{0};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Mishra's Bauble;{T}, Sacrifice Mishra's Bauble: Look at the top card of target player's library. Draw a card at the beginning of the next turn's upkeep.;uncommon;Artifact;csp;Coldsnap;;
88;Daren Bader;black;148;[];[];;{'small': 'https://img.scryfall.com/cards/small/en/csp/148.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/148.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/148.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/148.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/148.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/148.jpg?1517813031'};;{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Mouth of Ronom;"{T}: Add {C}.
{4}{S}, {T}, Sacrifice Mouth of Ronom: It deals 4 damage to target creature. ({S} can be paid with one mana from a snow permanent.)";uncommon;Snow Land;csp;Coldsnap;;
89;Chippy;black;114;['G'];['G'];The sun-hot glow radiated from the druids, leaving scattered metal in steaming pools as it passed.;{'small': 'https://img.scryfall.com/cards/small/en/csp/114.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/114.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/114.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/114.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/114.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/114.jpg?1517813031'};{3}{G};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Mystic Melting;"Destroy target artifact or enchantment.
Draw a card at the beginning of the next turn's upkeep.";uncommon;Instant;csp;Coldsnap;;
90;Kev Walker;black;115;['G'];['G'];The ohran viper is not cold-blooded. Its veins course with the same antigelid venom used to kill its prey.;{'small': 'https://img.scryfall.com/cards/small/en/csp/115.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/115.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/115.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/115.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/115.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/115.jpg?1517813031'};{1}{G}{G};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Ohran Viper;"Whenever Ohran Viper deals combat damage to a creature, destroy that creature at end of combat.
Whenever Ohran Viper deals combat damage to a player, you may draw a card.";rare;Snow Creature — Snake;csp;Coldsnap;1;3
91;Wayne Reynolds;black;93;['R'];['R'];When a snowdrift shows you its eyes, it's already too late.;{'small': 'https://img.scryfall.com/cards/small/en/csp/93.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/93.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/93.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/93.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/93.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/93.jpg?1517813031'};{3}{R};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Ohran Yeti;{2}{S}: Target snow creature gains first strike until end of turn. ({S} can be paid with one mana from a snow permanent.);common;Snow Creature — Yeti;csp;Coldsnap;3;3
92;Alan Pollack;black;94;['R'];['R'];Blood calls to blood.;{'small': 'https://img.scryfall.com/cards/small/en/csp/94.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/94.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/94.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/94.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/94.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/94.jpg?1517813031'};{2}{R};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Orcish Bloodpainter;{T}, Sacrifice a creature: Orcish Bloodpainter deals 1 damage to any target.;common;Creature — Orc Shaman;csp;Coldsnap;2;1
93;Jim Pavelec;black;116;['G'];['G'];"""Step lightly and we might be able to use it as a bridge."" —Ib Halfheart, goblin tactician";{'small': 'https://img.scryfall.com/cards/small/en/csp/116.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/116.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/116.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/116.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/116.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/116.jpg?1517813031'};{5}{G}{G};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Panglacial Wurm;"Trample
While you're searching your library, you may cast Panglacial Wurm from your library.";rare;Creature — Wurm;csp;Coldsnap;9;5
94;Dany Orizio;black;41;['U'];['U'];When the School of the Unseen fell, so many magical treasures lay abandoned that no amount of death could deter the stream of thieves and desperate scholars.;{'small': 'https://img.scryfall.com/cards/small/en/csp/41.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/41.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/41.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/41.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/41.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/41.jpg?1517813031'};{1}{U};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Perilous Research;Draw two cards, then sacrifice a permanent.;uncommon;Instant;csp;Coldsnap;;
95;Steven Belledin;black;66;['B'];['B'];;{'small': 'https://img.scryfall.com/cards/small/en/csp/66.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/66.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/66.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/66.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/66.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/66.jpg?1517813031'};{1}{B}{B};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Phobian Phantasm;"Flying; fear (This creature can't be blocked except by artifact creatures and/or black creatures.)
Cumulative upkeep {B} (At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)";uncommon;Creature — Illusion;csp;Coldsnap;3;3
96;Ron Spears;black;67;['B'];['B'];;{'small': 'https://img.scryfall.com/cards/small/en/csp/67.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/67.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/67.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/67.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/67.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/67.jpg?1517813031'};{B}{B}{B};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Phyrexian Etchings;"Cumulative upkeep {B} (At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)
At the beginning of your end step, draw a card for each age counter on Phyrexian Etchings.
When Phyrexian Etchings is put into a graveyard from the battlefield, you lose 2 life for each age counter on it.";rare;Enchantment;csp;Coldsnap;;
97;Stephan Martiniere;black;139;[];[];It took the Rimewind cultists days to realize they had successfully activated the creature—it just wasn't interested in moving.;{'small': 'https://img.scryfall.com/cards/small/en/csp/139.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/139.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/139.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/139.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/139.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/139.jpg?1517813031'};{3};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Phyrexian Ironfoot;"Phyrexian Ironfoot doesn't untap during your untap step.
{1}{S}: Untap Phyrexian Ironfoot. ({S} can be paid with one mana from a snow permanent.)";uncommon;Snow Artifact Creature — Construct;csp;Coldsnap;3;4
98;Dave Allsop;black;140;[];[];Its plow wasn't designed for snow, but to carve a path through shrieking armies.;{'small': 'https://img.scryfall.com/cards/small/en/csp/140.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/140.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/140.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/140.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/140.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/140.jpg?1517813031'};{6};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Phyrexian Snowcrusher;"Phyrexian Snowcrusher attacks each combat if able.
{1}{S}: Phyrexian Snowcrusher gets +1/+0 until end of turn. ({S} can be paid with one mana from a snow permanent.)";uncommon;Snow Artifact Creature — Juggernaut;csp;Coldsnap;6;5
99;Brian Snõddy;black;141;[];[];The Phyrexian minds that constructed it did not live past its awakening.;{'small': 'https://img.scryfall.com/cards/small/en/csp/141.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/141.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/141.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/141.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/141.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/141.jpg?1517813031'};{3};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Phyrexian Soulgorger;Cumulative upkeep—Sacrifice a creature. (At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.);rare;Snow Artifact Creature — Construct;csp;Coldsnap;8;8
100;Daren Bader;black;117;['G'];['G'];;{'small': 'https://img.scryfall.com/cards/small/en/csp/117.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/117.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/117.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/117.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/117.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/117.jpg?1517813031'};{1}{G};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Resize;"Target creature gets +3/+3 until end of turn.
Recover {1}{G} (When a creature is put into your graveyard from the battlefield, you may pay {1}{G}. If you do, return this card from your graveyard to your hand. Otherwise, exile this card.)";uncommon;Instant;csp;Coldsnap;;
101;Dave Kendall;black;69;['B'];['B'];"""Tresserhorn is ours now. Dredge the lake and bring me all the bones you find. We'll build you a new army, the likes of which Terisiare has never seen."" —Heidar, Rimewind master, to Haakon";{'small': 'https://img.scryfall.com/cards/small/en/csp/69.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/69.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/69.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/69.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/69.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/69.jpg?1517813031'};{B};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Rimebound Dead;{S}: Regenerate Rimebound Dead. ({S} can be paid with one mana from a snow permanent.);common;Snow Creature — Skeleton;csp;Coldsnap;1;1
